days,Position X (m),Position Y (m),Position Z (m)
70,2819275234161.574,900771143159.9062,-31797058119.036575
71,2819118183525.3423,901366664740.696,-31796972879.68565
72,2818961024951.6104,901962151740.9059,-31796886424.05091
73,2818803758449.7603,902557604138.7921,-31796798752.173836
74,2818646384029.178,903153021912.6143,-31796709864.095966
75,2818488901699.2563,903748405040.635,-31796619759.858894
76,2818331311469.391,904343753501.1204,-31796528439.504284
77,2818173613348.984,904939067272.3396,-31796435903.07385
78,2818015807347.442,905534346332.565,-31796342150.60937
79,2817857893474.1763,906129590660.0719,-31796247182.152687
80,2817699871738.6045,906724800233.1393,-31796150997.745693
81,2817541742150.148,907319975030.0492,-31796053597.430347
82,2817383504718.234,907915115029.0867,-31795954981.248665
83,2817225159452.294,908510220208.54,-31795855149.24272
84,2817066706361.765,909105290546.701,-31795754101.45466
85,2816908145456.0894,909700326021.8644,-31795651837.92667
86,2816749476744.714,910295326612.3281,-31795548358.70101
87,2816590700237.0903,910890292296.3936,-31795443663.819996
88,2816431815942.6763,911485223052.365,-31795337753.326004
89,2816272823870.933,912080118858.5502,-31795230627.261467
90,2816113724031.3286,912674979693.26,-31795122285.66888
91,2815954516433.3345,913269805534.8087,-31795012728.5908
92,2815795201086.4277,913864596361.5134,-31794901956.069843
93,2815635778000.091,914459352151.6948,-31794789968.148678
94,2815476247183.811,915054072883.6768,-31794676764.87004
95,2815316608647.08,915648758535.7861,-31794562346.27673
96,2815156862399.3955,916243409086.3533,-31794446712.41159
97,2814997008450.26,916838024513.7115,-31794329863.317543
98,2814837046809.1797,917432604796.1978,-31794211799.037556
99,2814676977485.668,918027149912.1519,-31794092519.614662
100,2814516800489.241,918621659839.9169,-31793972025.091953
101,2814356515829.4224,919216134557.8394,-31793850315.512585
102,2814196123515.7383,919810574044.2689,-31793727390.919765
103,2814035623557.721,920404978277.5585,-31793603251.35677
104,2813875015964.9087,920999347236.0641,-31793477896.866924
105,2813714300746.843,921593680898.1451,-31793351327.493626
106,2813553477913.071,922187979242.1643,-31793223543.28032
107,2813392547473.145,922782242246.4873,-31793094544.27052
108,2813231509436.6226,923376469889.4834,-31792964330.507793
109,2813070363813.066,923970662149.5248,-31792832902.035774
110,2812909110612.0425,924564819004.9872,-31792700258.89815
111,2812747749843.124,925158940434.2494,-31792566401.13867
112,2812586281515.888,925753026415.6936,-31792431328.801144
113,2812424705639.917,926347076927.7051,-31792295041.929436
114,2812263022224.798,926941091948.6725,-31792157540.56748
115,2812101231280.1226,927535071456.9877,-31792018824.75926
116,2811939332815.489,928129015431.0458,-31791878894.54882
117,2811777326840.4985,928722923849.2452,-31791737749.980274
118,2811615213364.759,929316796689.9878,-31791595391.097786
119,2811452992397.8813,929910633931.6783,-31791451817.94558
120,2811290663949.484,930504435552.725,-31791307030.56794
121,2811128228029.188,931098201531.5393,-31791161029.009212
122,2810965684646.621,931691931846.536,-31791013813.313805
123,2810803033811.415,932285626476.1332,-31790865383.526176
124,2810640275533.2065,932879285398.7521,-31790715739.69085
125,2810477409821.638,933472908592.8174,-31790564881.852406
126,2810314436686.3564,934066496036.7568,-31790412810.05549
127,2810151356137.013,934660047709.0016,-31790259524.3448
128,2809988168183.265,935253563587.9862,-31790105024.765095
129,2809824872834.7744,935847043652.1483,-31789949311.361195
130,2809661470101.2075,936440487879.929,-31789792384.17798
131,2809497959992.2363,937033896249.7723,-31789634243.260384
132,2809334342517.5376,937627268740.1262,-31789474888.653408
133,2809170617686.793,938220605329.4414,-31789314320.402107
134,2809006785509.689,938813905996.172,-31789152538.551594
135,2808842845995.9175,939407170718.7756,-31788989543.14704
136,2808678799155.175,940000399475.713,-31788825334.233685
137,2808514644997.1626,940593592245.4481,-31788659911.856815
138,2808350383531.5874,941186749006.4485,-31788493276.061783
139,2808186014768.16,941779869737.1848,-31788325426.894
140,2808021538716.5977,942372954416.131,-31788156364.398937
141,2807856955386.621,942966003021.7644,-31787986088.62212
142,2807692264787.9565,943559015532.5657,-31787814599.609135
143,2807527466930.3354,944151991927.0187,-31787641897.405624
144,2807362561823.494,944744932183.6107,-31787467982.0573
145,2807197549477.1733,945337836280.8324,-31787292853.60992
146,2807032429901.1196,945930704197.1775,-31787116512.10931
147,2806867203105.0835,946523535911.1433,-31786938957.601353
148,2806701869098.8213,947116331401.2302,-31786760190.131985
149,2806536427892.0938,947709090645.9423,-31786580209.747208
150,2806370879494.6665,948301813623.7864,-31786399016.49308
151,2806205223916.3105,948894500313.2732,-31786216610.415718
152,2806039461166.802,949487150692.9165,-31786032991.561295
153,2805873591255.9204,950079764741.2335,-31785848159.976048
154,2805707614193.4526,950672342436.7446,-31785662115.70627
155,2805541529989.1885,951264883757.9738,-31785474858.798306
156,2805375338652.924,951857388683.4479,-31785286389.298576
157,2805209040194.459,952449857191.6976,-31785096707.253544
158,2805042634623.599,953042289261.2568,-31784905812.70974
159,2804876121950.1543,953634684870.6626,-31784713705.71375
160,2804709502183.9404,954227043998.4554,-31784520386.312218
161,2804542775334.777,954819366623.1792,-31784325854.55185
162,2804375941412.4893,955411652723.381,-31784130110.47941
163,2804209000426.907,956003902277.6115,-31783933154.141712
164,2804041952387.8657,956596115264.4244,-31783734985.585644
165,2803874797305.205,957188291662.3772,-31783535604.858143
166,2803707535188.7695,957780431450.0304,-31783335012.006203
167,2803540166048.4087,958372534605.9479,-31783133207.07688
168,2803372689893.9775,958964601108.6969,-31782930190.117294
169,2803205106735.3354,959556630936.8481,-31782725961.174614
170,2803037416582.3467,960148624068.9757,-31782520520.29607
171,2802869619444.881,960740580483.6569,-31782313867.528954
172,2802701715332.812,961332500159.4723,-31782106002.920612
173,2802533704256.0195,961924383075.0062,-31781896926.518456
174,2802365586224.3877,962516229208.846,-31781686638.36995
175,2802197361247.805,963108038539.5824,-31781475138.522617
176,2802029029336.166,963699811045.8098,-31781262427.02404
177,2801860590499.369,964291546706.1256,-31781048503.92186
178,2801692044747.318,964883245499.1309,-31780833369.26378
179,2801523392089.9214,965474907403.4298,-31780617023.097553
180,2801354632537.0933,966066532397.6301,-31780399465.471
181,2801185766098.7515,966658120460.3429,-31780180696.431995
182,2801016792784.82,967249671570.1825,-31779960716.028473
183,2800847712605.226,967841185705.7667,-31779739524.308422
184,2800678525569.904,968432662845.7168,-31779517121.319897
185,2800509231688.791,969024102968.6573,-31779293507.111004
186,2800339830971.8306,969615506053.2162,-31779068681.72991
187,2800170323428.97,970206872078.0248,-31778842645.22485
188,2800000709070.163,970798201021.7179,-31778615397.644096
189,2799830987905.366,971389492862.9336,-31778386939.036
190,2799661159944.5425,971980747580.3134,-31778157269.44896
191,2799491225197.659,972571965152.5021,-31777926388.931435
192,2799321183674.689,973163145558.1481,-31777694297.531944
193,2799151035385.609,973754288775.9031,-31777460995.299065
194,2798980780340.401,974345394784.4221,-31777226482.28143
195,2798810418549.052,974936463562.3638,-31776990758.527733
196,2798639950021.5537,975527495088.3899,-31776753824.086727
197,2798469374767.9033,976118489341.1658,-31776515679.00722
198,2798298692798.102,976709446299.3601,-31776276323.33808
199,2798127904122.1562,977300365941.645,-31776035757.12824
200,2797957008750.0776,977891248246.696,-31775793980.426678
201,2797786006691.8823,978482093193.192,-31775550993.28244
202,2797614897957.592,979072900759.8153,-31775306795.744625
203,2797443682557.2314,979663670925.2517,-31775061387.862396
204,2797272360500.8325,980254403668.1904,-31774814769.68497
205,2797100931798.4307,980845098967.324,-31774566941.261627
206,2796929396460.0664,981435756801.3484,-31774317902.641697
207,2796757754495.785,982026377148.9631,-31774067653.874573
208,2796586005915.637,982616959988.871,-31773816195.00971
209,2796414150729.6777,983207505299.7782,-31773563526.09661
210,2796242188947.967,983798013060.3945,-31773309647.18485
211,2796070120580.57,984388483249.4331,-31773054558.324047
212,2795897945637.556,984978915845.6104,-31772798259.563892
213,2795725664129.0005,985569310827.6464,-31772540750.954124
214,2795553276064.982,986159668174.2646,-31772282032.54454
215,2795380781455.5854,986749987864.1919,-31772022104.385002
216,2795208180310.9,987340269876.1586,-31771760966.525425
217,2795035472641.0195,987930514188.8983,-31771498619.01578
218,2794862658456.0435,988520720781.1483,-31771235061.906105
219,2794689737766.075,989110889631.6492,-31770970295.246483
220,2794516710581.223,989701020719.1449,-31770704319.087067
221,2794343576911.601,990291114022.383,-31770437133.47806
222,2794170336767.327,990881169520.1146,-31770168738.46973
223,2793996990158.525,991471187191.094,-31769899134.1124
224,2793823537095.3223,992061167014.079,-31769628320.456448
225,2793649977587.852,992651108967.831,-31769356297.55231
226,2793476311646.2515,993241013031.1149,-31769083065.450485
227,2793302539280.6636,993830879182.6986,-31768808624.201527
228,2793128660501.236,994420707401.354,-31768532973.856045
229,2792954675318.12,995010497665.8562,-31768256114.464714
