days,Position X (m),Position Y (m),Position Z (m)
168,1245943048814.6326,-900685026699.9012,-55786493329.7731
169,1246486175750.446,-899893548959.6682,-55783932811.42009
170,1247028962102.9536,-899101825035.699,-55781357011.604996
171,1247571407709.713,-898309855132.7797,-55778765930.40115
172,1248113512408.4795,-897517639455.8711,-55776159567.89164
173,1248655276037.2068,-896725178210.1079,-55773537924.169266
174,1249196698434.0466,-895932471600.7988,-55770900999.336586
175,1249737779437.3494,-895139519833.4259,-55768248793.5059
176,1250278518885.6638,-894346323113.6449,-55765581306.799225
177,1250818916617.7375,-893552881647.2843,-55762898539.34835
178,1251358972472.5173,-892759195640.3457,-55760200491.29478
179,1251898686289.1497,-891965265299.003,-55757487162.78976
180,1252438057906.98,-891171090829.6028,-55754758553.99428
181,1252977087165.5537,-890376672438.6632,-55752014665.07907
182,1253515773904.6165,-889582010332.8748,-55749255496.224594
183,1254054117964.114,-888787104719.0991,-55746481047.621056
184,1254592119184.1921,-887991955804.3693,-55743691319.46839
185,1255129777405.198,-887196563795.8894,-55740886311.97628
186,1255667092467.679,-886400928901.0344,-55738066025.364136
187,1256204064212.3838,-885605051327.3497,-55735230459.86111
188,1256740692480.2627,-884808931282.5509,-55732379615.706085
189,1257276977112.4673,-884012568974.5236,-55729513493.14768
190,1257812917950.3508,-883215964611.3231,-55726632092.44426
191,1258348514835.4685,-882419118401.1743,-55723735413.86391
192,1258883767609.5781,-881622030552.4712,-55720823457.68444
193,1259418676114.6394,-880824701273.7769,-55717896224.19343
194,1259953240192.815,-880027130773.8229,-55714953713.68815
195,1260487459686.4702,-879229319261.5093,-55711995926.47563
196,1261021334438.1738,-878431266945.9044,-55709022862.87263
197,1261554864290.6973,-877632974036.2443,-55706034523.20563
198,1262088049087.0159,-876834440741.9327,-55703030907.81084
199,1262620888670.3088,-876035667272.5408,-55700012017.0342
200,1263153382883.9587,-875236653837.8068,-55696977851.2314
201,1263685531571.553,-874437400647.6357,-55693928410.76783
202,1264217334576.8828,-873637907912.0992,-55690863696.018616
203,1264748791743.9443,-872838175841.4352,-55687783707.36862
204,1265279902916.9382,-872038204646.0476,-55684688445.21242
205,1265810667940.2703,-871237994536.5062,-55681577909.954315
