,Position X (m),Position Y (m),Position Z (m)
40,1363082122159.386,-711410052611.6432,-54811920964.723206
41,1367681969075.0432,-702986394107.0688,-54751116757.097984
42,1372244499805.5015,-694543506501.1339,-54688815389.02749
43,1376769607221.329,-686081628734.1263,-54625019295.20773
44,1381257186594.6975,-677601000717.0543,-54559731000.27405
45,1385707135609.788,-669101863298.0464,-54492953118.27687
46,1390119354372.7124,-660584458228.7435,-54424688352.14314
47,1394493745420.769,-652049028130.7223,-54354939493.12343
48,1398830213730.6853,-643495816461.7278,-54283709420.22124
49,1403128666726.0828,-634925067481.6312,-54211001099.59142
50,1407389014283.8806,-626337026217.7991,-54136817583.91734
51,1411611168740.7942,-617731938429.9092,-54061162011.78584
52,1415795044900.4832,-609110050575.3451,-53984037607.0648
53,1419940560040.2073,-600471609775.1519,-53905447678.26888
54,1424047633916.4563,-591816863780.0181,-53825395617.90533
55,1428116188769.7043,-583146060936.1014,-53743884901.80159
56,1432146149328.4858,-574459450150.7266,-53660919088.41812
57,1436137442812.8916,-565757280858.0144,-53576501818.14824
58,1440089998937.5325,-557039802984.4908,-53490636812.60635
59,1444003749913.99,-548307266914.7122,-53403327873.90543
60,1447878630452.7705,-539559923456.9405,-53314578883.92428
61,1451714577764.7659,-530798023808.90424,-53224393803.564705
62,1455511531562.2217,-522021819523.68713,-53132776671.99847
63,1459269434059.1306,-513231562475.7746,-53039731605.90464
64,1462988229970.8835,-504427504827.08923,-52945262798.69592
65,1466667866513.8782,-495609898993.2501,-52849374519.71951
66,1470308293404.4507,-486778997610.45374,-52752071113.44412
67,1473909462856.3105,-477935053502.4166,-52653356998.630486
68,1477471329576.49,-469078319646.7712,-52553236667.47668
69,1480993850761.0886,-460209049140.81055,-52451714684.74879
70,1484476986091.8655,-451327495167.5798,-52348795686.9166
71,1487920697732.8577,-442433910962.75543,-52244484381.29215
72,1491324950326.2356,-433528549781.971,-52138785545.161064
73,1494689710987.345,-424611664868.3405,-52031704024.90372
74,1498014949299.0647,-415683509420.13306,-51923244735.10635
75,1501300637305.5706,-406744336558.61426,-51813412657.662415
76,1504546749505.5547,-397794399296.0772,-51702212840.864204
77,1507753262844.9302,-388833950504.0849,-51589650398.48488
78,1510920156709.048,-379863242881.9612,-51475730508.85123
79,1514047412914.3284,-370882528925.57715,-51360458413.91169
80,1517135015699.0273,-361892060896.1567,-51243839418.299324
81,1520182951714.0833,-352892090789.22656,-51125878888.37262
82,1523191210013.658,-343882870304.0674,-51006582251.253426
83,1526159782045.2388,-334864650813.4891,-50885954993.8622
84,1529088661639.3816,-325837683334.099,-50764002661.949745
85,1531977844998.6257,-316802218497.16595,-50640730859.12419
86,1534827330684.8643,-307758506519.61383,-50516145245.86316
87,1537637119605.8525,-298706797174.50745,-50390251538.505745
88,1540407215002.3667,-289647339761.55206,-50263055508.2411
89,1543137622435.7698,-280580383078.3183,-50134562980.10279
90,1545828349775.1545,-271506175392.1239,-50004779831.963295
91,1548479407183.835,-262424964412.33807,-49873711993.523964
92,1551090807105.2554,-253336997263.0063,-49741365445.29992
93,1553662564248.4287,-244242520455.77643,-49607746217.6
94,1556194695573.0142,-235141779863.16376,-49472860389.50286
95,1558687220273.934,-226035020692.2694,-49336714087.837364
96,1561140159765.173,-216922487458.63858,-49199313486.16524
97,1563553537663.7334,-207804423960.36163,-49060664803.74831
98,1565927379773.3218,-198681073252.70905,-48920774304.52087
99,1568261714067.6362,-189552677623.1392,-48779648296.06405
100,1570556570673.3674,-180419478566.67255,-48637293128.579094
101,1572811981853.0125,-171281716761.66745,-48493715193.85865
102,1575027981987.5789,-162139632046.11908,-48348920924.257225
103,1577204607558.9143,-152993463394.69742,-48202916791.66379
104,1579341897130.8035,-143843448896.39105,-48055709306.4716
105,1581439891328.805,-134689825731.98332,-47907305016.531906
106,1583498632820.3604,-125532830151.27547,-47757710506.09896
107,1585518166295.6062,-116372697450.75064,-47606932394.784325
108,1587498538448.2473,-107209661951.90831,-47454977336.52219
109,1589439797956.1558,-98043956980.15729,-47301852018.54147
110,1591341995461.7263,-88875814844.18356,-47147563160.341095
111,1593205183551.974,-79705466815.90976,-46992117512.67533
112,1595029416737.841,-70533143110.80588,-46835521856.5496
113,1596814751433.6033,-61359072868.435585,-46677783002.20375
114,1598561245936.1628,-52183484133.542175,-46518907788.10209
115,1600268960404.0554,-43006603837.57312,-46358903079.92883
116,1601937956836.222,-33828657780.613724,-46197775769.58741
117,1603568299050.5771,-24649870613.715332,-46035532774.20323
118,1605160052662.4211,-15470465821.597582,-45872181035.12979
119,1606713285062.798,-6290665705.709526,-45707727516.958305
120,1608228065396.9653,2889308632.297146,-45542179206.53291
121,1609704464542.977,12069237306.448257,-45375543111.97718
122,1611142555089.6807,21248901661.477417,-45207826261.73397
123,1612542411313.5098,30428084287.518764,-45039035703.603294
124,1613904109155.1077,39606569034.98735,-44869178503.77023
125,1615227726196.5989,48784141029.28293,-44698261745.83633
126,1616513341639.2588,57960586684.98053,-44526292529.85978
127,1617761036281.303,67135693719.34323,-44353277971.41036
128,1618970892495.0513,76309251165.2832,-44179225200.643394
129,1620142994204.1294,85481049384.08327,-44004141361.36702
130,1621277426860.7014,94650880077.6405,-43828033610.118805
131,1622374277422.5894,103818536300.28023,-43650909115.25217
132,1623433634330.3162,112983812470.1676,-43472775056.03192
133,1624455587484.0999,122146504380.32335,-43293638621.739174
134,1625440228220.8206,131306409209.24425,-43113507010.78592
135,1626387649290.9722,140463325531.1295,-42932387429.83936
136,1627297944835.6133,149617053325.7211,-42750287092.95522
137,1628171210363.3633,158767393987.781,-42567213220.71857
138,1629007542727.5688,167914150336.2154,-42383173039.39132
139,1629807040103.761,177057126622.7175,-42198173780.06986
140,1630569801967.0002,186196128539.62552,-42012222677.85931
141,1631295929068.3013,195330963227.16513,-41825326971.05524
142,1631985523410.6687,204461439280.7508,-41637493900.315735
143,1632638688225.766,213587366758.2173,-41448730707.83858
144,1633255527950.6228,222708557186.67007,-41259044636.55896
145,1633836148204.6995,231824823569.08148,-41068442929.34921
146,1634380655767.173,240935980390.4386,-40876932828.23352
147,1634889158554.293,250041843623.46704,-40684521573.616745
148,1635361765596.8,259142230733.95718,-40491216403.52562
149,1635798587017.411,268236960685.70673,-40297024552.86153
150,1636199734008.369,277325853945.0883,-40101953252.66425
151,1636565318809.062,286408732485.2507,-39906009729.38643
152,1636895454683.7058,295485419789.96045,-39709201204.17839
153,1637190255899.09,304555740857.09674,-39511534892.18319
154,1637449837702.3896,313619522201.8169,-39313018001.84126
155,1637674316299.068,322676591859.4322,-39113657734.20393
156,1637863808830.9727,331726779388.0463,-38913461282.254944
157,1638018433354.803,340769915870.9387,-38712435830.24161
158,1638138308820.9426,349805833918.4623,-38510588553.02032
159,1638223555051.9844,358834367669.14514,-38307926615.42828
160,1638274292720.457,367855352790.5378,-38104457171.65952
161,1638290643326.9497,376868626480.18207,-37900187364.633026
162,1638272729178.7078,385874027466.40936,-37695124325.37034
163,1638220673368.5225,394871396008.8501,-37489275172.38483
164,1638134599753.8257,403860573898.62585,-37282647011.08276
165,1638014632935.9495,412841404458.22723,-37075246933.17612
