,Position X (m),Position Y (m),Position Z (m)
415,373957750806.3326,-27426482801.71643,-6470327109.522652
416,377138594804.5096,-12247236179.006598,-6733621629.956019
417,379607193112.94006,2962563249.1908894,-6984105931.082713
418,381370970227.989,18173833444.255173,-7221526045.209785
419,382438049973.24396,33358444530.106667,-7445653813.12326
420,382817192151.24536,48489179936.64768,-7656285181.793759
421,382517736318.4827,63539696951.89636,-7853238630.722105
422,381549552129.996,78484487141.14407,-8036353722.593249
423,379922995764.74603,93298837029.22546,-8205489770.850344
424,377648872006.01416,107958789361.27835,-8360524616.806965
425,374738401580.05396,122441105178.84651,-8501353511.366877
426,371203193371.2512,136723226899.2578,-8627888098.109324
427,367055221163.2138,150783242553.97003,-8740055495.392683
428,362306804557.04517,164599851314.48047,-8837797474.473183
429,356970593788.35815,178152330412.99103,-8921069730.26627
430,351059558129.7471,191420503514.28183,-8989841241.702127
431,344586977605.9377,204384710600.54517,-9044093715.999464
432,337566437807.4319,217025779421.1518,-9083821111.422659
433,330011827597.2894,229324998550.56024,-9109029233.95884
434,321937339522.3253,241264092110.18808,-9119735404.696915
435,313357472780.9508,252825196219.00204,-9115968196.493164
436,304287038636.33594,263990837228.45383,-9097767239.470234
437,294741168179.28503,274743911784.0575,-9065183094.704159
438,284735322349.6468,285067668753.4328,-9018277194.976124
439,274285304132.03738,294945693069.8865,-8957121851.445297
440,263407272856.73254,304361891553.9423,-8881800325.8408
441,252117760556.73535,313300480779.88916,-8792406969.340015
442,240433690340.71753,321745977040.3032,-8689047430.507572
443,228372396714.77463,329683188442.10876,-8571838933.401141
444,215951647700.83228,337097209197.0278,-8440910617.9951
445,203189668700.04272,343973416343.3098,-8296403937.121073
446,190105168177.5438,350297469133.98834,-8138473118.235298
447,176717365214.75916,356055311239.5001,-7967285700.026856
448,163046018869.60977,361233175869.14496,-7783023146.348885
449,149111459244.04675,365817593966.03,-7585881535.355635
450,134934620187.4135,369795405712.8144,-7376072323.549611
451,120537073578.69923,373153775624.7253,-7153823186.88026
452,105941065117.0862,375880211525.2864,-6919378941.758315
453,91169551526.42062,377962587723.16656,-6673002548.835625
454,76246239050.9265,379389172736.4306,-6414976202.153753
455,61195623084.94684,380148661940.8639,-6145602505.7020235
456,46043028736.86119,380230215552.5029,-5865205738.6009245
457,30814652077.232742,379623502391.369,-5574133209.513658
458,15537601764.600214,378318749920.6626,-5272756701.0203705
459,239940696.38907433,376306801113.5698,-4961474007.608789
460,-15049272769.784935,373579178656.8236,-4640710564.55285
461,-30299944589.814102,370128157115.0826,-4310921164.961416
462,-45480906395.37913,365946843740.7759,-3972591770.1192064
463,-60559879065.238434,361029268431.48303,-3626241410.6617174
464,-75503439491.99843,355370483135.9573,-3272424143.7374854
465,-90276991863.09094,348966671529.3368,-2911731049.7952337
466,-104844744577.82832,341815269868.95886,-2544792281.8283567
467,-119169694095.66046,333915099454.81836,-2172279150.109968
468,-133213617368.26381,325266511019.9432,-1794906209.9791307
469,-146937074758.29373,315871541360.15826,-1413433319.2111917
470,-160299425581.71686,305734082380.29095,-1028667627.4905934
471,-173258858664.9683,294860062520.1265,-641465453.6528375
472,-185772440567.56467,283257640251.5463,-252733999.07895792
473,-197796184340.26944,270937408954.21942,136567166.80225515
474,-209285141990.75613,257912611973.8697,525424930.8169358
475,-220193524097.00833,244199366346.05396,912771842.5839674
476,-230474850014.6895,229816892882.63623,1297485801.4204
477,-240082132286.29294,214787749583.12256,1678390334.4939733
478,-248968098828.4544,199138064538.88458,2054255584.2286525
479,-257085456282.7003,182897763558.31177,2423800133.4578795
480,-264387197550.564,166100786715.07584,2785693804.7450576
481,-270826955999.1399,148785286951.35254,3138561570.4926114
482,-276359408037.4964,130993802912.75357,3480988695.7048326
483,-280940724159.5707,112773397239.39745,3811527237.1281595
484,-284529066733.72656,94175750007.42285,4128704045.553789
485,-287085131894.9183,75257196302.45093,4431030351.234312
486,-288572730733.19696,56078697164.14656,4717012955.5452385
487,-288959401961.602,36705733100.99575,4985167036.212704
488,-288217045453.0958,17208109796.938766,5234030520.536856
489,-286322563300.9069,-2340333101.944504,5462179900.801029
490,-283258492158.37067,-21862117086.757374,5668247293.585846
491,-279013608112.8972,-41276628043.65501,5850938452.845955
