,Position X (m),Position Y (m),Position Z (m)
163,-75707515925.8873,-129558918483.33417,-24886811.189638168
164,-51509807999.589294,-138332831665.98065,-25120247.440710187
165,-25688859763.400257,-142897650623.23926,-25390073.043110885
166,1018212823.1334915,-142865126687.31528,-25696214.962949794
167,27754339206.44063,-137975234091.98123,-26037144.706449788
168,53563702422.48622,-128140695223.35446,-26409626.345470037
169,77431792963.08641,-113489525500.5834,-26808556.576770384
170,98345531642.33492,-94396532477.92844,-27226971.24156661
171,115369617961.26741,-71493212300.2883,-27656285.104480635
172,127728976652.61989,-45647319077.74498,-28086796.72240572
173,134882230920.1004,-17909408987.074757,-28508440.222775996
174,136570571157.56444,10567481300.719963,-28911746.174454458
175,132831634680.7628,38620801735.6001,-29288982.16501497
176,123977308043.15184,65166532798.60917,-29635365.623623453
177,110543539937.12473,89267600622.35909,-29949507.67550675
178,93225473068.90347,110175133867.69241,-30230481.120656054
179,72811244836.89981,127342795545.73083,-30473695.503646698
180,50124102055.309006,140419811398.69104,-30673902.504606742
181,25977664827.100567,149230442950.3729,-30829144.198929854
182,1145139625.9490318,153747115879.12662,-30940779.078908965
183,-23659262094.43853,154062558883.96072,-31012341.471323345
184,-47789505760.07333,150364256493.98663,-31048692.891971964
185,-70670398280.7347,142912833257.81052,-31055483.000610825
186,-91796202706.92331,132024834673.97209,-31038727.699085172
187,-110727101937.5445,118059698675.60217,-31004454.184732303
188,-127084873670.10837,101410386658.08371,-30958487.927066427
189,-140548709146.4311,82497031757.82748,-30906385.20671298
190,-150851799480.2202,61762962874.45041,-30853437.25067693
191,-157779110098.87006,39672508450.91138,-30804708.276942715
192,-161166640380.01855,16710031851.38462,-30765074.463779297
193,-160902397488.84506,-6620324101.345886,-30739254.69992743
194,-156929275907.58347,-29794717451.441525,-30731844.07002743
195,-149250002347.2371,-52270105559.08812,-30747332.823992483
196,-137934252514.9953,-73485867423.8275,-30790077.70387771
197,-123127937530.53319,-92867421619.1843,-30864216.417196073
198,-105064448091.42671,-109832919342.4724,-30973536.59204345
199,-84077276772.69708,-123804306239.7913,-31121302.386910774
200,-60612853244.42777,-134224190130.76913,-31310034.018849883
201,-35241583889.41809,-140579884272.45566,-31541237.365640447
202,-8664017653.309875,-142435500583.774,-31815090.266304225
203,18292049505.99366,-139471773399.90598,-32130108.288794875
204,44688430689.6964,-131531180319.97179,-32482835.112055693
205,69511856691.89165,-118662945397.19379,-32867636.99662908
206,91729878526.22453,-101159300500.52942,-33276767.03511466
207,110364801276.05382,-79572354663.386,-33700971.48201984
208,124576789631.26137,-54701932347.373795,-34130935.317108124
209,133741725559.22987,-27549978478.951477,-34559831.88207814
210,137507712564.93268,754284752.9976387,-34986260.01727814
211,135818230260.79163,29045648336.81998,-35410377.97106239
212,128898699538.84676,56213320703.410934,-35819540.554510415
213,117212740033.04044,81274716077.98872,-36194459.02407333
214,101400633513.68121,103423391426.48454,-36522545.06842676
215,82213545783.95923,122049816719.57495,-36797948.53431018
216,60454012780.968216,136739619893.7469,-37016670.42768757
217,36928518879.892624,147256669053.2501,-37172172.34523287
218,12413744526.917324,153518284697.83746,-37257383.716782354
219,-12364765657.436863,155568266180.68954,-37270814.75363143
220,-36744080576.0889,153551430614.55383,-37217944.68589775
221,-60128315039.71297,147691621663.94955,-37108351.05608962
222,-81988514688.15677,138273893285.84845,-36952872.23116301
223,-101859971717.91609,125630817743.7211,-36762145.40861995
224,-119338421814.26204,110132481288.02878,-36546125.11672758
225,-134076133973.5271,92179579083.49791,-36314065.177165814
226,-145778581089.8225,72198996620.48204,-36074657.61170058
227,-154202161191.65134,50641296947.446236,-35836186.79875661
228,-159153304844.19003,27979576069.107834,-35606651.07711048
229,-160489228974.95444,4709174903.441288,-35393847.59327614
230,-158120557508.77505,-18652272002.77987,-35205430.03713416
231,-152016000809.3421,-41565024774.16144,-35048936.27399921
232,-142209242348.1301,-63468344789.64402,-34931758.7500903
233,-128808089592.82272,-83783364561.01344,-34861040.33475144
234,-112005762669.68523,-101918778390.80453,-34843498.92038041
235,-92093861739.40938,-117280643802.53096,-34885178.92121158
236,-69476008635.08182,-129287768856.405,-34991116.41371957
237,-44680349317.49538,-137394169761.23569,-35164921.39386339
238,-18368039210.47982,-141119709687.5256,-35408377.07132446
239,8666338872.092869,-140088998726.32187,-35721193.27466752
240,35507366085.48692,-134076689553.09161,-36100777.24262233
241,61149257245.03305,-123054409797.06827,-36541998.88316818
242,84547181727.1748,-107231237635.4435,-37037604.26160134
243,104688120201.98016,-87077136561.25076,-37580124.20415869
244,120673739556.71036,-63318983552.873314,-38164883.895139724
245,131801723924.93541,-36903213661.37336,-38784281.76399457
246,137629271032.27927,-8927244102.98568,-39407544.345451646
247,138005322677.31927,19449156191.98985,-39995185.65254735
248,133066154563.11427,47095662557.948,-40518856.481042944
249,123198734027.04477,72989874711.47005,-40960906.29531406
250,108983296145.19116,96271709038.06989,-41311475.222158745
251,91128684620.63678,116270722570.04715,-41566533.01372521
252,70411696174.67865,132509849573.32672,-41726246.57705534
253,47627215354.16208,144692412064.05823,-41793327.3933295
254,23551556616.815063,152679722800.51617,-41771422.41700253
255,-1081651689.6710968,156465274148.0052,-41663946.45284793
256,-25595302028.09199,156149576728.94748,-41473954.157328084
257,-49375080193.45877,151917932466.43503,-41205730.84348555
258,-71870694076.78452,144022104485.90857,-40867549.37409174
259,-92594104811.16208,132766004993.70435,-40472555.655801065
260,-111116300068.25677,118495069924.25014,-40036277.55727939
261,-127063704993.97404,101588799144.73424,-39573853.374622
262,-140114980330.47766,82455887445.80983,-39099124.912754744
263,-149998723910.8012,61531382417.391594,-38624860.27592574
264,-156492448900.73468,39275341282.1857,-38163156.07294643
265,-159423130626.04065,16172485874.237228,-37725713.60336939
266,-158669570980.14005,-7267649174.442955,-37323984.67751897
267,-154166803162.15353,-30510628536.44048,-36969224.94183027
268,-145912724331.6016,-52997744073.95583,-36672449.31322121
269,-133977068342.66484,-74148174427.77786,-36444268.61704592
270,-118512672404.7549,-93363707328.61111,-36294642.27515655
271,-99768693894.94388,-110037302984.11478,-36232636.05238413
272,-78104929489.98764,-123566997891.05751,-36266120.43628219
273,-54005617914.996315,-133376727768.79037,-36401255.387647614
274,-28090058729.63243,-138945389745.776,-36641815.9533688
275,-1116162714.997303,-139844592222.74673,-36988536.38740899
276,26027997776.506546,-135783772266.4829,-37438547.15903504
277,52349803406.938416,-126658586587.76382,-37984486.63408699
278,76798581984.36623,-112595078065.15347,-38611993.17304876
279,98332864812.46712,-93979227557.66566,-39297648.24161078
280,116002263776.52737,-71460961031.6764,-40012582.83658311
281,129031409471.22108,-45925204644.229385,-40726706.84638888
282,136889682847.18454,-18430194264.660915,-41410729.176342055
283,139332146249.02872,9877544754.14125,-42037841.46920067
284,136404303957.81866,37855462355.45091,-42585387.690722406
285,128413051282.64682,64447467133.657974,-43036102.36179244
286,115874027010.2852,88744394171.02191,-43378618.18972268
287,99448727218.34749,110017829815.57643,-43607250.971171774
288,79883219086.57422,127729526417.82219,-43721249.166502446
289,57956166279.57708,141522648658.51254,-43723802.409754544
290,34439445793.52487,151202090500.30875,-43621047.49465594
291,10071304632.31718,156710095429.4559,-43421193.613139994
292,-14459861300.228,158101595114.33243,-43133795.749952026
293,-38523691486.305115,155521885229.35098,-42769160.90945473
294,-61550523164.45205,149187866154.81964,-42337880.19147107
295,-83030636031.75377,139373161217.06052,-41850588.22047242
296,-102511689727.80093,126396905865.79771,-41318320.754637204
297,-119595516486.93152,110615755019.99017,-40753653.4224517
298,-133935079194.04118,92418565802.94635,-40170972.49518244
299,-145232170385.32706,72223206714.74016,-39584879.29058471
300,-153236276592.9393,50474987230.44766,-39009149.537661776
301,-157744928529.39352,27646226682.883224,-38456790.17718866
302,-158605809520.13647,4236470591.919014,-37940282.46849258
303,-155720873703.7393,-19227180384.16563,-37471790.00355801
