,Position X (m),Position Y (m),Position Z (m)
411,1452964719177.2126,2831279818812.9624,-22569223682.34407
412,1448198590526.608,2834516323338.945,-22527801766.349884
413,1443427974729.983,2837744046212.7627,-22486308266.855427
414,1438652889377.7842,2840962983222.3994,-22444743338.92862
415,1433873352054.0728,2844173130195.2944,-22403107137.606205
416,1429089380336.4463,2847374482998.2583,-22361399817.893772
417,1424300991795.9565,2850567037537.3945,-22319621534.7654
418,1419508203997.0278,2853750789758.0234,-22277772443.16312
419,1414711034497.3765,2856925735644.6113,-22235852697.996304
420,1409909500847.9324,2860091871220.701,-22193862454.14103
421,1405103620592.7642,2863249192548.8486,-22151801866.43955
422,1400293411269.0073,2866397695730.5576,-22109671089.699963
423,1395478890406.7993,2869537376906.217,-22067470278.696297
424,1390660075529.2202,2872668232255.0303,-22025199588.16919
425,1385836984152.235,2875790257994.927,-21982859172.82717
426,1381009633784.6155,2878903450382.4365,-21940449187.346813
427,1376178041927.8467,2882007805712.564,-21897969786.372093
428,1371342226075.9866,2885103320318.633,-21855421124.5125
429,1366502203715.5176,2888189990572.2285,-21812803356.337273
430,1361657992325.28,2891267812883.2266,-21770116636.37315
431,1356809609376.4434,2894336783699.789,-21727361119.10568
432,1351957072332.4678,2897396899508.307,-21684536958.98097
433,1347100398649.0488,2900448156833.321,-21641644310.406727
434,1342239605774.0522,2903490552237.4307,-21598683327.752644
435,1337374711147.4436,2906524082321.2104,-21555654165.350323
436,1332505732201.215,2909548743723.12,-21512556977.492943
437,1327632686359.3123,2912564533119.4204,-21469391918.43476
438,1322755591037.5583,2915571447224.091,-21426159142.39054
439,1317874463643.5813,2918569482788.7495,-21382858803.53501
440,1312989321576.7415,2921558636602.577,-21339491056.002502
441,1308100182228.0613,2924538905492.2373,-21296056053.886826
442,1303207062980.1477,2927510286321.7964,-21252553951.239838
443,1298309981207.1477,2930472775992.688,-21208984902.071766
444,1293408954274.7173,2933426371443.6123,-21165349060.355217
445,1288503999539.9456,2936371069650.3657,-21121646580.026707
446,1283595134351.2126,2939306867625.653,-21077877614.983665
447,1278682376048.0352,2942233762418.9966,-21034042319.07832
448,1273765741960.9807,2945151751116.753,-20990140846.11442
449,1268845249411.6345,2948060830842.11,-20946173349.847805
450,1263920915712.5632,2950960998755.0425,-20902139983.987946
451,1258992758167.2678,2953852252052.2373,-20858040902.199116
452,1254060794070.1265,2956734587967.009,-20813876258.100967
453,1249125040706.331,2959608003769.212,-20769646205.268738
454,1244185515351.8228,2962472496765.158,-20725350897.233185
455,1239242235273.2266,2965328064297.5303,-20680990487.480434
456,1234295217727.7864,2968174703745.2983,-20636565129.451836
457,1229344479963.2974,2971012412523.628,-20592074976.54379
458,1224390039218.0198,2973841188083.7856,-20547520182.10515
459,1219431912720.6194,2976661027913.107,-20502900899.4357
460,1214470117690.129,2979471929534.9385,-20458217281.787777
